old_name	target_final	full_target	category	module	usages	source
FormalSystem.Metalogic.Bundle.neg_box_to_box_neg_box	negBoxToBoxNegBox	FormalSystem.Metalogic.Bundle.negBoxToBoxNegBox	data	FormalSystem.Metalogic.Bundle.ModalSaturation	1	flagged
FormalSystem.Metalogic.Bundle.p_content	PContent	FormalSystem.Metalogic.Bundle.PContent	prop_valued_definition	FormalSystem.Metalogic.Bundle.TemporalContent	9	flagged
FormalSystem.Metalogic.Bundle.past_temp_a	pastTempA	FormalSystem.Metalogic.Bundle.pastTempA	data	FormalSystem.Metalogic.Bundle.WitnessSeed	1	flagged
FormalSystem.Metalogic.Bundle.past_temporal_witness_seed	PastTemporalWitnessSeed	FormalSystem.Metalogic.Bundle.PastTemporalWitnessSeed	prop_valued_definition	FormalSystem.Metalogic.Bundle.WitnessSeed	21	flagged
FormalSystem.Metalogic.Bundle.s_content	SContent	FormalSystem.Metalogic.Bundle.SContent	prop_valued_definition	FormalSystem.Metalogic.Bundle.TemporalContent	1	flagged
FormalSystem.Metalogic.Bundle.u_content	UContent	FormalSystem.Metalogic.Bundle.UContent	prop_valued_definition	FormalSystem.Metalogic.Bundle.TemporalContent	1	flagged
FormalSystem.Metalogic.Bundle.until_witness_seed	UntilWitnessSeed	FormalSystem.Metalogic.Bundle.UntilWitnessSeed	prop_valued_definition	FormalSystem.Metalogic.Bundle.WitnessSeed	7	flagged
FormalSystem.Metalogic.Core.deduction_assumption_other	deductionAssumptionOther	FormalSystem.Metalogic.Core.deductionAssumptionOther	data	FormalSystem.Metalogic.Core.DeductionTheorem	2	flagged
FormalSystem.Metalogic.Core.deduction_assumption_same	deductionAssumptionSame	FormalSystem.Metalogic.Core.deductionAssumptionSame	data	FormalSystem.Metalogic.Core.DeductionTheorem	2	flagged
FormalSystem.Metalogic.Core.deduction_axiom	deductionAxiom	FormalSystem.Metalogic.Core.deductionAxiom	data	FormalSystem.Metalogic.Core.DeductionTheorem	2	flagged
FormalSystem.Metalogic.Core.deduction_converse	deductionConverse	FormalSystem.Metalogic.Core.deductionConverse	data	FormalSystem.Metalogic.Core.DeductionTheorem	3	flagged
FormalSystem.Metalogic.Core.deduction_mp	deductionMp	FormalSystem.Metalogic.Core.deductionMp	data	FormalSystem.Metalogic.Core.DeductionTheorem	2	flagged
FormalSystem.Metalogic.Core.deduction_theorem	deductionTheorem	FormalSystem.Metalogic.Core.deductionTheorem	data	FormalSystem.Metalogic.Core.DeductionTheorem	116	flagged
FormalSystem.Metalogic.Core.derivation_exchange	derivationExchange	FormalSystem.Metalogic.Core.derivationExchange	data	FormalSystem.Metalogic.Core.MCSProperties	13	flagged
FormalSystem.Metalogic.Core.derives_bot_from_phi_neg_phi	derivesBotFromPhiNegPhi	FormalSystem.Metalogic.Core.derivesBotFromPhiNegPhi	data	FormalSystem.Metalogic.Core.MaximalConsistent	6	flagged
FormalSystem.Metalogic.Core.temp_4_past	temporal4Past	FormalSystem.Metalogic.Core.temporal4Past	data	FormalSystem.Metalogic.Core.MCSProperties	3	flagged
FormalSystem.Metalogic.Decidability.FMP.subformulaClosure_fintype	subformulaClosureFintype	FormalSystem.Metalogic.Decidability.FMP.subformulaClosureFintype	data	FormalSystem.Metalogic.Decidability.FMP.FiniteModel	0	flagged
FormalSystem.Metalogic.Decidability.Propositional.elim_vars	elimVars	FormalSystem.Metalogic.Decidability.Propositional.elimVars	data	FormalSystem.Metalogic.Decidability.Propositional.Kalmar	2	flagged
FormalSystem.Metalogic.Decidability.Propositional.kalmar_step	kalmarStep	FormalSystem.Metalogic.Decidability.Propositional.kalmarStep	data	FormalSystem.Metalogic.Decidability.Propositional.Kalmar	1	flagged
FormalSystem.Metalogic.Decidability.Propositional.neg_imp_intro	negImpIntro	FormalSystem.Metalogic.Decidability.Propositional.negImpIntro	data	FormalSystem.Metalogic.Decidability.Propositional.Kalmar	1	flagged
FormalSystem.Metalogic.Decidability.Propositional.tautology_derivable'	tautologyDerivable'	FormalSystem.Metalogic.Decidability.Propositional.tautologyDerivable'	data	FormalSystem.Metalogic.Decidability.Propositional.Kalmar	4	flagged
FormalSystem.Metalogic.Decidability.Propositional.tautology_derivable_fc'	tautologyDerivableFc'	FormalSystem.Metalogic.Decidability.Propositional.tautologyDerivableFc'	data	FormalSystem.Metalogic.Decidability.Propositional.Kalmar	2	flagged
FormalSystem.Metalogic.Decidability.expandBranchWithFuel_traced	expandBranchWithFuelTraced	FormalSystem.Metalogic.Decidability.expandBranchWithFuelTraced	data	FormalSystem.Metalogic.Decidability.Saturation	1	flagged
FormalSystem.Metalogic.Decidability.expandBranchWithFuel_tracedImpl	expandBranchWithFuelTracedImpl	FormalSystem.Metalogic.Decidability.expandBranchWithFuelTracedImpl	data	FormalSystem.Metalogic.Decidability.Saturation	3	flagged
FormalSystem.Metalogic.Decidability.expandOnceWithApplied_tracedImpl	expandOnceWithAppliedTracedImpl	FormalSystem.Metalogic.Decidability.expandOnceWithAppliedTracedImpl	data	FormalSystem.Metalogic.Decidability.Saturation	1	flagged
FormalSystem.Metalogic.SoundnessLemmas.is_valid	IsValid	FormalSystem.Metalogic.SoundnessLemmas.IsValid	prop_valued_definition	FormalSystem.Metalogic.SoundnessLemmas.Core	68	flagged
FormalSystem.Metalogic.WeakCanonical.ChronicleAsPriorModel.domain_lo	domainLo	FormalSystem.Metalogic.WeakCanonical.ChronicleAsPriorModel.domainLo	data	FormalSystem.Metalogic.WeakCanonical.ChronicleExtraction	3	flagged
FormalSystem.Metalogic.WeakCanonical.ChronicleAsPriorModel.domain_pred	domainPred	FormalSystem.Metalogic.WeakCanonical.ChronicleAsPriorModel.domainPred	data	FormalSystem.Metalogic.WeakCanonical.ChronicleExtraction	2	flagged
FormalSystem.Metalogic.WeakCanonical.ChronicleAsPriorModel.domain_succ	domainSucc	FormalSystem.Metalogic.WeakCanonical.ChronicleAsPriorModel.domainSucc	data	FormalSystem.Metalogic.WeakCanonical.ChronicleExtraction	2	flagged
FormalSystem.Metalogic.WeakCanonical.ChronicleAsPriorModel.root_point	rootPoint	FormalSystem.Metalogic.WeakCanonical.ChronicleAsPriorModel.rootPoint	data	FormalSystem.Metalogic.WeakCanonical.ChronicleExtraction	0	flagged
FormalSystem.Metalogic.WeakCanonical.EFPosition.selected_M	selectedM	FormalSystem.Metalogic.WeakCanonical.EFPosition.selectedM	data	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs	3	flagged
FormalSystem.Metalogic.WeakCanonical.EFPosition.selected_N	selectedN	FormalSystem.Metalogic.WeakCanonical.EFPosition.selectedN	data	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs	3	flagged
FormalSystem.Metalogic.WeakCanonical.KEquivalenceFramework.equiv_at	EquivAt	FormalSystem.Metalogic.WeakCanonical.KEquivalenceFramework.EquivAt	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.NEquivalence	1	flagged
FormalSystem.Metalogic.WeakCanonical.KEquivalenceFramework.finite_types	finiteTypes	FormalSystem.Metalogic.WeakCanonical.KEquivalenceFramework.finiteTypes	data	FormalSystem.Metalogic.WeakCanonical.NEquivalence	1	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.A_diag	aDiag	FormalSystem.Metalogic.WeakCanonical.Kamp.aDiag	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.A_future	aFuture	FormalSystem.Metalogic.WeakCanonical.Kamp.aFuture	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfZoneFlattenNavigable	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.A_past	aPast	FormalSystem.Metalogic.WeakCanonical.Kamp.aPast	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfZoneFlattenNavigable	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseA_Z	caseAZ	FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseAZ	data	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationFix.NegFixOne	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB1_Z	caseB1Z	FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB1Z	data	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationFix.NegFixOne	1	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB2_Z	caseB2Z	FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB2Z	data	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationFix.NegFixOne	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB3_Z	caseB3Z	FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB3Z	data	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationFix.NegFixOne	1	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB4_Z	caseB4Z	FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB4Z	data	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationFix.NegFixOne	1	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.O_one	oOne	FormalSystem.Metalogic.WeakCanonical.Kamp.oOne	data	FormalSystem.Metalogic.WeakCanonical.Kamp.Lemma53	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.O_zero	oZero	FormalSystem.Metalogic.WeakCanonical.Kamp.oZero	data	FormalSystem.Metalogic.WeakCanonical.Kamp.Lemma53	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.TemporalPred.eval_at	EvalAt	FormalSystem.Metalogic.WeakCanonical.Kamp.TemporalPred.EvalAt	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.ExistsForallNF	871	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.VBracketFormula.conj_struct	conjStruct	FormalSystem.Metalogic.WeakCanonical.Kamp.VBracketFormula.conjStruct	data	FormalSystem.Metalogic.WeakCanonical.Kamp.VecEAClosure	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.VVecEA2.conj_struct	conjStruct	FormalSystem.Metalogic.WeakCanonical.Kamp.VVecEA2.conjStruct	data	FormalSystem.Metalogic.WeakCanonical.Kamp.VecEAClosure	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.atomKind_castLE	atomKindCastLE	FormalSystem.Metalogic.WeakCanonical.Kamp.atomKindCastLE	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierKv	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_k0	bracketEndCharK0	FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndCharK0	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierK1V	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_k1	bracketEndCharK1	FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndCharK1	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierK1V	0	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_k1v	bracketEndCharK1v	FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndCharK1v	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierK1V	9	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_kv	bracketEndCharKv	FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndCharKv	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierKv	30	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_kvE2	bracketEndCharKvE2	FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndCharKvE2	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.OuterGate	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_kvE2Ext	bracketEndCharKvE2Ext	FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndCharKvE2Ext	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_kvExt	bracketEndCharKvExt	FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndCharKvExt	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorGateAssembleK	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_kvExtFib	bracketEndCharKvExtFib	FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndCharKvExtFib	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorGateAssembleK	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_kvFib	bracketEndCharKvFib	FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndCharKvFib	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierKv	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.buildLeft_spec	BuildLeftSpec	FormalSystem.Metalogic.WeakCanonical.Kamp.BuildLeftSpec	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.Translation	16	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.buildRight_spec	BuildRightSpec	FormalSystem.Metalogic.WeakCanonical.Kamp.BuildRightSpec	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.Translation	16	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.ef1_to_temporal	ef1ToTemporal	FormalSystem.Metalogic.WeakCanonical.Kamp.ef1ToTemporal	data	FormalSystem.Metalogic.WeakCanonical.Kamp.Translation	0	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.efold_of_nf1	efoldOfNf1	FormalSystem.Metalogic.WeakCanonical.Kamp.efoldOfNf1	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold	45	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.inf_bracket_formula	infBracketFormula	FormalSystem.Metalogic.WeakCanonical.Kamp.infBracketFormula	data	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationClosure	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_diag_k0	kampArmDiagK0	FormalSystem.Metalogic.WeakCanonical.Kamp.kampArmDiagK0	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateHookDischarge	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_diag_k1	kampArmDiagK1	FormalSystem.Metalogic.WeakCanonical.Kamp.kampArmDiagK1	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateHookDischarge	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_future_k0	kampArmFutureK0	FormalSystem.Metalogic.WeakCanonical.Kamp.kampArmFutureK0	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateHookDischarge	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_future_k1	kampArmFutureK1	FormalSystem.Metalogic.WeakCanonical.Kamp.kampArmFutureK1	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateOffDiagK1	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_past_k0	kampArmPastK0	FormalSystem.Metalogic.WeakCanonical.Kamp.kampArmPastK0	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateHookDischarge	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_past_k1	kampArmPastK1	FormalSystem.Metalogic.WeakCanonical.Kamp.kampArmPastK1	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateOffDiagK1	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kampPrior_existProviders_of_ih	kampPriorExistProvidersOfIh	FormalSystem.Metalogic.WeakCanonical.Kamp.kampPriorExistProvidersOfIh	data	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kampPrior_existProviders_one_of_ih	kampPriorExistProvidersOneOfIh	FormalSystem.Metalogic.WeakCanonical.Kamp.kampPriorExistProvidersOneOfIh	data	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior	0	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kampPrior_existProviders_zero	kampPriorExistProvidersZero	FormalSystem.Metalogic.WeakCanonical.Kamp.kampPriorExistProvidersZero	data	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior	0	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kamp_prior_expressive_completeness	kampPriorExpressiveCompleteness	FormalSystem.Metalogic.WeakCanonical.Kamp.kampPriorExpressiveCompleteness	data	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior	1	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kplus_formula	kplusFormula	FormalSystem.Metalogic.WeakCanonical.Kamp.kplusFormula	data	FormalSystem.Metalogic.WeakCanonical.Kamp.PriorINF	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_extBracketFut	kvE2ExtBracketFut	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2ExtBracketFut	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_extBracketPast	kvE2ExtBracketPast	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2ExtBracketPast	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_extNegFut	kvE2ExtNegFut	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2ExtNegFut	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_extNegFutSpike	kvE2ExtNegFutSpike	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2ExtNegFutSpike	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_extNegPast	kvE2ExtNegPast	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2ExtNegPast	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futAdmissible	kvE2FutAdmissible	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutAdmissible	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futAnyBit	kvE2FutAnyBit	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutAnyBit	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	29	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futBelowZones	kvE2FutBelowZones	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutBelowZones	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futChain	kvE2FutChain	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutChain	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futEnd	kvE2FutEnd	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutEnd	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futGapBit	kvE2FutGapBit	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutGapBit	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futGapD	kvE2FutGapD	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutGapD	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	8	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futGapList	kvE2FutGapList	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutGapList	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futMarked	kvE2FutMarked	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutMarked	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket	8	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futPos	kvE2FutPos	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutPos	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futPossibleZones	kvE2FutPossibleZones	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutPossibleZones	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	11	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futRayBit	kvE2FutRayBit	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutRayBit	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futRayD	kvE2FutRayD	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutRayD	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futRayForm	kvE2FutRayForm	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutRayForm	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futRayList	kvE2FutRayList	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutRayList	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSelfBit	kvE2FutSelfBit	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutSelfBit	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSpikeBase	kvE2FutSpikeBase	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutSpikeBase	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSpikeEnd	kvE2FutSpikeEnd	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutSpikeEnd	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSpikePos	kvE2FutSpikePos	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutSpikePos	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSpikeSigma	kvE2FutSpikeSigma	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutSpikeSigma	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	9	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSpikeZoneBit	kvE2FutSpikeZoneBit	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2FutSpikeZoneBit	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_ordRank	kvE2OrdRank	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2OrdRank	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	12	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastAboveZones	kvE2PastAboveZones	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastAboveZones	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastAdmissible	kvE2PastAdmissible	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastAdmissible	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastChain	kvE2PastChain	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastChain	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastEnd	kvE2PastEnd	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastEnd	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastGapBit	kvE2PastGapBit	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastGapBit	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastGapD	kvE2PastGapD	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastGapD	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	8	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastGapList	kvE2PastGapList	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastGapList	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastMarked	kvE2PastMarked	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastMarked	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket	8	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastPos	kvE2PastPos	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastPos	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastPossibleZones	kvE2PastPossibleZones	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastPossibleZones	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	11	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastRayBit	kvE2PastRayBit	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastRayBit	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	5	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastRayD	kvE2PastRayD	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2PastRayD	data	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast	5	flagged
