old_name	target_final	full_target	category	module	usages	source
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_vecEA2_future	nfVecEA2Future	FormalSystem.Metalogic.WeakCanonical.Kamp.nfVecEA2Future	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfToVecEA	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_vecEA2_past	nfVecEA2Past	FormalSystem.Metalogic.WeakCanonical.Kamp.nfVecEA2Past	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfToVecEA	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_x_proj'	nfXProj'	FormalSystem.Metalogic.WeakCanonical.Kamp.nfXProj'	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfToVecEA	11	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_x_proj3	nfXProj3	FormalSystem.Metalogic.WeakCanonical.Kamp.nfXProj3	data	FormalSystem.Metalogic.WeakCanonical.Kamp.VecEADecomp	28	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_y_proj	nfYProj	FormalSystem.Metalogic.WeakCanonical.Kamp.nfYProj	data	FormalSystem.Metalogic.WeakCanonical.Kamp.VecEADecomp	32	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_zone_flatten_navigable	NfZoneFlattenNavigable	FormalSystem.Metalogic.WeakCanonical.Kamp.NfZoneFlattenNavigable	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.nfk_dropFresh	nfkDropFresh	FormalSystem.Metalogic.WeakCanonical.Kamp.nfkDropFresh	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold	85	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.nfk_projFresh	nfkProjFresh	FormalSystem.Metalogic.WeakCanonical.Kamp.nfkProjFresh	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierKv	97	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.nfk_take	nfkTake	FormalSystem.Metalogic.WeakCanonical.Kamp.nfkTake	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierKv	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.nfk_truncD	nfkTruncD	FormalSystem.Metalogic.WeakCanonical.Kamp.nfkTruncD	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketK	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.nfk_zoneSpec	nfkZoneSpec	FormalSystem.Metalogic.WeakCanonical.Kamp.nfkZoneSpec	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold	36	flagged
FormalSystem.Metalogic.WeakCanonical.MonadicFormula.quantifier_depth	quantifierDepth	FormalSystem.Metalogic.WeakCanonical.MonadicFormula.quantifierDepth	data	FormalSystem.Metalogic.WeakCanonical.MonadicFO	85	flagged
FormalSystem.Metalogic.WeakCanonical.NormalForm.atom_assgn	atomAssgn	FormalSystem.Metalogic.WeakCanonical.NormalForm.atomAssgn	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	184	flagged
FormalSystem.Metalogic.WeakCanonical.NormalForm.quant_assgn	quantAssgn	FormalSystem.Metalogic.WeakCanonical.NormalForm.quantAssgn	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	7	flagged
FormalSystem.Metalogic.WeakCanonical.OrderedMonadicStructure.carrier_order	carrierOrder	FormalSystem.Metalogic.WeakCanonical.OrderedMonadicStructure.carrierOrder	data	FormalSystem.Metalogic.WeakCanonical.MonadicFO	39	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.S_nesting_above_U	sNestingAboveU	FormalSystem.Metalogic.WeakCanonical.Separation.sNestingAboveU	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	3	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.U_depth_under_S	uDepthUnderS	FormalSystem.Metalogic.WeakCanonical.Separation.uDepthUnderS	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	5	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.atom_literal	atomLiteral	FormalSystem.Metalogic.WeakCanonical.Separation.atomLiteral	data	FormalSystem.Metalogic.WeakCanonical.Separation.KampTranslation	9	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.count_U_subformulas	countUSubformulas	FormalSystem.Metalogic.WeakCanonical.Separation.countUSubformulas	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	5	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.count_U_total	countUTotal	FormalSystem.Metalogic.WeakCanonical.Separation.countUTotal	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	14	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.formula_atoms	FormulaAtoms	FormalSystem.Metalogic.WeakCanonical.Separation.FormulaAtoms	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	15	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.formula_conjList	formulaConjList	FormalSystem.Metalogic.WeakCanonical.Separation.formulaConjList	data	FormalSystem.Metalogic.WeakCanonical.Separation.KampTranslation	150	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.formula_disjList	formulaDisjList	FormalSystem.Metalogic.WeakCanonical.Separation.formulaDisjList	data	FormalSystem.Metalogic.WeakCanonical.Separation.KampTranslation	27	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.int_equiv	IntEquiv	FormalSystem.Metalogic.WeakCanonical.Separation.IntEquiv	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	10	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.int_truth	IntTruth	FormalSystem.Metalogic.WeakCanonical.Separation.IntTruth	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	38	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_S_free	isSFree	FormalSystem.Metalogic.WeakCanonical.Separation.isSFree	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	22	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_U_free	isUFree	FormalSystem.Metalogic.WeakCanonical.Separation.isUFree	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	29	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_box_free	isBoxFree	FormalSystem.Metalogic.WeakCanonical.Separation.isBoxFree	data	FormalSystem.Metalogic.WeakCanonical.Separation.SemanticBridge	20	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_future_only	isFutureOnly	FormalSystem.Metalogic.WeakCanonical.Separation.isFutureOnly	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	18	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_past_only	isPastOnly	FormalSystem.Metalogic.WeakCanonical.Separation.isPastOnly	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	18	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_properly_separable	IsProperlySeparable	FormalSystem.Metalogic.WeakCanonical.Separation.IsProperlySeparable	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	1	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_properly_separated	isProperlySeparated	FormalSystem.Metalogic.WeakCanonical.Separation.isProperlySeparated	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	11	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_pure_future	IsPureFuture	FormalSystem.Metalogic.WeakCanonical.Separation.IsPureFuture	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	0	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_pure_past	IsPurePast	FormalSystem.Metalogic.WeakCanonical.Separation.IsPurePast	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	0	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_pure_present	IsPurePresent	FormalSystem.Metalogic.WeakCanonical.Separation.IsPurePresent	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	0	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_separable	IsSeparable	FormalSystem.Metalogic.WeakCanonical.Separation.IsSeparable	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	1	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.is_syntactically_separated	isSyntacticallySeparated	FormalSystem.Metalogic.WeakCanonical.Separation.isSyntacticallySeparated	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	11	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.junction_depth	junctionDepth	FormalSystem.Metalogic.WeakCanonical.Separation.junctionDepth	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	11	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.junction_depth_S	junctionDepthS	FormalSystem.Metalogic.WeakCanonical.Separation.junctionDepthS	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	9	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.junction_depth_U	junctionDepthU	FormalSystem.Metalogic.WeakCanonical.Separation.junctionDepthU	data	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	9	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.nf_depth0_char_formula	nfDepth0CharFormula	FormalSystem.Metalogic.WeakCanonical.Separation.nfDepth0CharFormula	data	FormalSystem.Metalogic.WeakCanonical.Separation.KampTranslation	378	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.no_S_nested_in_U	NoSNestedInU	FormalSystem.Metalogic.WeakCanonical.Separation.NoSNestedInU	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	10	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.u_appearances_top_level_only	UAppearancesTopLevelOnly	FormalSystem.Metalogic.WeakCanonical.Separation.UAppearancesTopLevelOnly	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	3	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.u_appears_only_as_top_level	UAppearsOnlyAsTopLevel	FormalSystem.Metalogic.WeakCanonical.Separation.UAppearsOnlyAsTopLevel	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Separation.Defs	5	flagged
FormalSystem.Metalogic.WeakCanonical.Separation.z_structure_to_int	zStructureToInt	FormalSystem.Metalogic.WeakCanonical.Separation.zStructureToInt	data	FormalSystem.Metalogic.WeakCanonical.Separation.SemanticBridge	3	flagged
FormalSystem.Metalogic.WeakCanonical.US_expressively_complete_over_prior	uSExpressivelyCompleteOverPrior	FormalSystem.Metalogic.WeakCanonical.uSExpressivelyCompleteOverPrior	data	FormalSystem.Metalogic.WeakCanonical.PriorExpressiveness	9	flagged
FormalSystem.Metalogic.WeakCanonical.ZIntervalStructure.intervalCarrier_linearOrder	intervalCarrierLinearOrder	FormalSystem.Metalogic.WeakCanonical.ZIntervalStructure.intervalCarrierLinearOrder	data	FormalSystem.Metalogic.WeakCanonical.IntegerModel.GoodStructures	0	flagged
FormalSystem.Metalogic.WeakCanonical.all_predicates_accessible	AllPredicatesAccessible	FormalSystem.Metalogic.WeakCanonical.AllPredicatesAccessible	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.IntegerModel.GoodStructuresModelSurgery	0	flagged
FormalSystem.Metalogic.WeakCanonical.atomKind_decEq	atomKindDecEq	FormalSystem.Metalogic.WeakCanonical.atomKindDecEq	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	0	flagged
FormalSystem.Metalogic.WeakCanonical.atomKind_fintype	atomKindFintype	FormalSystem.Metalogic.WeakCanonical.atomKindFintype	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	0	flagged
FormalSystem.Metalogic.WeakCanonical.atomKind_to_sf_literal	atomKindToSfLiteral	FormalSystem.Metalogic.WeakCanonical.atomKindToSfLiteral	data	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness	1	flagged
FormalSystem.Metalogic.WeakCanonical.atom_cond_formula	atomCondFormula	FormalSystem.Metalogic.WeakCanonical.atomCondFormula	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	10	flagged
FormalSystem.Metalogic.WeakCanonical.atom_eval	AtomEval	FormalSystem.Metalogic.WeakCanonical.AtomEval	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.NormalForm	412	flagged
FormalSystem.Metalogic.WeakCanonical.atom_to_formula	atomToFormula	FormalSystem.Metalogic.WeakCanonical.atomToFormula	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	5	flagged
FormalSystem.Metalogic.WeakCanonical.base_case_emb	baseCaseEmb	FormalSystem.Metalogic.WeakCanonical.baseCaseEmb	data	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1	4	flagged
FormalSystem.Metalogic.WeakCanonical.chronicleAsMonadicStructure_pred	chronicleAsMonadicStructurePred	FormalSystem.Metalogic.WeakCanonical.chronicleAsMonadicStructurePred	data	FormalSystem.Metalogic.WeakCanonical.NEquivalence	0	flagged
FormalSystem.Metalogic.WeakCanonical.chronicleAsMonadicStructure_succ	chronicleAsMonadicStructureSucc	FormalSystem.Metalogic.WeakCanonical.chronicleAsMonadicStructureSucc	data	FormalSystem.Metalogic.WeakCanonical.NEquivalence	0	flagged
FormalSystem.Metalogic.WeakCanonical.chronicle_discrete_pred	chronicleDiscretePred	FormalSystem.Metalogic.WeakCanonical.chronicleDiscretePred	data	FormalSystem.Metalogic.WeakCanonical.ChronicleExtraction	0	flagged
FormalSystem.Metalogic.WeakCanonical.chronicle_discrete_succ	chronicleDiscreteSucc	FormalSystem.Metalogic.WeakCanonical.chronicleDiscreteSucc	data	FormalSystem.Metalogic.WeakCanonical.ChronicleExtraction	0	flagged
FormalSystem.Metalogic.WeakCanonical.chronicle_prior_domain_linear_order	chroniclePriorDomainLinearOrder	FormalSystem.Metalogic.WeakCanonical.chroniclePriorDomainLinearOrder	data	FormalSystem.Metalogic.WeakCanonical.ChronicleExtraction	0	flagged
FormalSystem.Metalogic.WeakCanonical.cont_holds	ContHolds	FormalSystem.Metalogic.WeakCanonical.ContHolds	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1	11	flagged
FormalSystem.Metalogic.WeakCanonical.cont_holds_cross	ContHoldsCross	FormalSystem.Metalogic.WeakCanonical.ContHoldsCross	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1	33	flagged
FormalSystem.Metalogic.WeakCanonical.contemp_equiv	ContempEquiv	FormalSystem.Metalogic.WeakCanonical.ContempEquiv	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.IntegerModel.GoodStructures	128	flagged
FormalSystem.Metalogic.WeakCanonical.continuation_set	ContinuationSet	FormalSystem.Metalogic.WeakCanonical.ContinuationSet	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1	43	flagged
FormalSystem.Metalogic.WeakCanonical.continuation_set_cross	ContinuationSetCross	FormalSystem.Metalogic.WeakCanonical.ContinuationSetCross	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1	112	flagged
FormalSystem.Metalogic.WeakCanonical.decomposition_agreement	DecompositionAgreement	FormalSystem.Metalogic.WeakCanonical.DecompositionAgreement	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.Decomposition	3	flagged
FormalSystem.Metalogic.WeakCanonical.ef_duplicator_wins	EfDuplicatorWins	FormalSystem.Metalogic.WeakCanonical.EfDuplicatorWins	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs	0	flagged
FormalSystem.Metalogic.WeakCanonical.flatten_stavi	flattenStavi	FormalSystem.Metalogic.WeakCanonical.flattenStavi	data	FormalSystem.Metalogic.WeakCanonical.StaviConnectives	37	flagged
FormalSystem.Metalogic.WeakCanonical.formula_agreement	FormulaAgreement	FormalSystem.Metalogic.WeakCanonical.FormulaAgreement	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame	5	flagged
FormalSystem.Metalogic.WeakCanonical.g_content	GContent	FormalSystem.Metalogic.WeakCanonical.GContent	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.ReflexiveCanonical	22	flagged
FormalSystem.Metalogic.WeakCanonical.g_w_content	GWContent	FormalSystem.Metalogic.WeakCanonical.GWContent	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.ReflexiveCanonical	3	flagged
FormalSystem.Metalogic.WeakCanonical.game_depth	gameDepth	FormalSystem.Metalogic.WeakCanonical.gameDepth	data	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs	16	flagged
FormalSystem.Metalogic.WeakCanonical.game_tuple	gameTuple	FormalSystem.Metalogic.WeakCanonical.gameTuple	data	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame	325	flagged
FormalSystem.Metalogic.WeakCanonical.gap_char_formula	gapCharFormula	FormalSystem.Metalogic.WeakCanonical.gapCharFormula	data	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame	23	flagged
FormalSystem.Metalogic.WeakCanonical.gap_definable_on_left	GapDefinableOnLeft	FormalSystem.Metalogic.WeakCanonical.GapDefinableOnLeft	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs	13	flagged
FormalSystem.Metalogic.WeakCanonical.gap_definable_on_right	GapDefinableOnRight	FormalSystem.Metalogic.WeakCanonical.GapDefinableOnRight	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs	13	flagged
FormalSystem.Metalogic.WeakCanonical.gap_point_agreement	GapPointAgreement	FormalSystem.Metalogic.WeakCanonical.GapPointAgreement	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame	6	flagged
FormalSystem.Metalogic.WeakCanonical.ghr93_duplicator_wins	Ghr93DuplicatorWins	FormalSystem.Metalogic.WeakCanonical.Ghr93DuplicatorWins	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame	65	flagged
FormalSystem.Metalogic.WeakCanonical.ghr93_winning_condition	Ghr93WinningCondition	FormalSystem.Metalogic.WeakCanonical.Ghr93WinningCondition	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame	35	flagged
FormalSystem.Metalogic.WeakCanonical.h_content	HContent	FormalSystem.Metalogic.WeakCanonical.HContent	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.ReflexiveCanonical	14	flagged
FormalSystem.Metalogic.WeakCanonical.h_w_content	HWContent	FormalSystem.Metalogic.WeakCanonical.HWContent	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.ReflexiveCanonical	1	flagged
FormalSystem.Metalogic.WeakCanonical.in_rank_embed_range	InRankEmbedRange	FormalSystem.Metalogic.WeakCanonical.InRankEmbedRange	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame	5	flagged
FormalSystem.Metalogic.WeakCanonical.inf_carrier_cut	InfCarrierCut	FormalSystem.Metalogic.WeakCanonical.InfCarrierCut	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1	167	flagged
FormalSystem.Metalogic.WeakCanonical.infimum_gap	infimumGap	FormalSystem.Metalogic.WeakCanonical.infimumGap	data	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1	6	flagged
FormalSystem.Metalogic.WeakCanonical.interval_2var_nf_types	interval2varNfTypes	FormalSystem.Metalogic.WeakCanonical.interval2varNfTypes	data	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness	0	flagged
FormalSystem.Metalogic.WeakCanonical.interval_nf_types	intervalNfTypes	FormalSystem.Metalogic.WeakCanonical.intervalNfTypes	data	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness	11	flagged
FormalSystem.Metalogic.WeakCanonical.interval_types	IntervalTypes	FormalSystem.Metalogic.WeakCanonical.IntervalTypes	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas	0	flagged
FormalSystem.Metalogic.WeakCanonical.k_equiv	KEquiv	FormalSystem.Metalogic.WeakCanonical.KEquiv	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.NEquivalence	32	flagged
FormalSystem.Metalogic.WeakCanonical.k_type_of	kTypeOf	FormalSystem.Metalogic.WeakCanonical.kTypeOf	data	FormalSystem.Metalogic.WeakCanonical.NEquivalence	23	flagged
FormalSystem.Metalogic.WeakCanonical.left_formula	leftFormula	FormalSystem.Metalogic.WeakCanonical.leftFormula	data	FormalSystem.Metalogic.WeakCanonical.EFGames.GapDetection	19	flagged
FormalSystem.Metalogic.WeakCanonical.left_formula_base	leftFormulaBase	FormalSystem.Metalogic.WeakCanonical.leftFormulaBase	data	FormalSystem.Metalogic.WeakCanonical.EFGames.GapDetection	19	flagged
FormalSystem.Metalogic.WeakCanonical.limitdom_effectiveFormula	limitdomEffectiveFormula	FormalSystem.Metalogic.WeakCanonical.limitdomEffectiveFormula	data	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge	10	flagged
FormalSystem.Metalogic.WeakCanonical.limitdom_monadic_structure	limitdomMonadicStructure	FormalSystem.Metalogic.WeakCanonical.limitdomMonadicStructure	data	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge	27	flagged
FormalSystem.Metalogic.WeakCanonical.limitdom_monadic_structure_predOrder	limitdomMonadicStructurePredOrder	FormalSystem.Metalogic.WeakCanonical.limitdomMonadicStructurePredOrder	data	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge	1	flagged
FormalSystem.Metalogic.WeakCanonical.limitdom_monadic_structure_succOrder	limitdomMonadicStructureSuccOrder	FormalSystem.Metalogic.WeakCanonical.limitdomMonadicStructureSuccOrder	data	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge	1	flagged
FormalSystem.Metalogic.WeakCanonical.muSig_decEqPreds	muSigDecEqPreds	FormalSystem.Metalogic.WeakCanonical.muSigDecEqPreds	data	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas	0	flagged
FormalSystem.Metalogic.WeakCanonical.muSig_fintypePreds	muSigFintypePreds	FormalSystem.Metalogic.WeakCanonical.muSigFintypePreds	data	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas	0	flagged
FormalSystem.Metalogic.WeakCanonical.mu_holds	MuHolds	FormalSystem.Metalogic.WeakCanonical.MuHolds	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas	127	flagged
FormalSystem.Metalogic.WeakCanonical.next_top	nextTop	FormalSystem.Metalogic.WeakCanonical.nextTop	data	FormalSystem.Metalogic.WeakCanonical.ReflexiveCanonical	13	flagged
FormalSystem.Metalogic.WeakCanonical.nf_characteristic	nfCharacteristic	FormalSystem.Metalogic.WeakCanonical.nfCharacteristic	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	128	flagged
FormalSystem.Metalogic.WeakCanonical.nf_eval_nf	NfEvalNf	FormalSystem.Metalogic.WeakCanonical.NfEvalNf	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.NormalForm	1425	flagged
FormalSystem.Metalogic.WeakCanonical.nf_profile	nfProfile	FormalSystem.Metalogic.WeakCanonical.nfProfile	data	FormalSystem.Metalogic.WeakCanonical.EFGames.CharacteristicFormula	19	flagged
FormalSystem.Metalogic.WeakCanonical.nf_t_consistent	nfTConsistent	FormalSystem.Metalogic.WeakCanonical.nfTConsistent	data	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness	2	flagged
FormalSystem.Metalogic.WeakCanonical.nf_to_formula	nfToFormula	FormalSystem.Metalogic.WeakCanonical.nfToFormula	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	10	flagged
FormalSystem.Metalogic.WeakCanonical.nf_to_sentence	nfToSentence	FormalSystem.Metalogic.WeakCanonical.nfToSentence	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	5	flagged
FormalSystem.Metalogic.WeakCanonical.normalForm_decEq	normalFormDecEq	FormalSystem.Metalogic.WeakCanonical.normalFormDecEq	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	1	flagged
FormalSystem.Metalogic.WeakCanonical.normalForm_equiv_fin	normalFormEquivFin	FormalSystem.Metalogic.WeakCanonical.normalFormEquivFin	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	0	flagged
FormalSystem.Metalogic.WeakCanonical.normalForm_fintype	normalFormFintype	FormalSystem.Metalogic.WeakCanonical.normalFormFintype	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	1	flagged
FormalSystem.Metalogic.WeakCanonical.operator_depth	operatorDepth	FormalSystem.Metalogic.WeakCanonical.operatorDepth	data	FormalSystem.Metalogic.WeakCanonical.Table	78	flagged
FormalSystem.Metalogic.WeakCanonical.predicate_accessible	PredicateAccessible	FormalSystem.Metalogic.WeakCanonical.PredicateAccessible	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.IntegerModel.GoodStructuresModelSurgery	1	flagged
FormalSystem.Metalogic.WeakCanonical.quant_cond_formula	quantCondFormula	FormalSystem.Metalogic.WeakCanonical.quantCondFormula	data	FormalSystem.Metalogic.WeakCanonical.NormalForm	7	flagged
FormalSystem.Metalogic.WeakCanonical.r_definable_gap	IsRDefinableGap	FormalSystem.Metalogic.WeakCanonical.IsRDefinableGap	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs	14	flagged
FormalSystem.Metalogic.WeakCanonical.rank_embed	rankEmbed	FormalSystem.Metalogic.WeakCanonical.rankEmbed	data	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas	574	flagged
FormalSystem.Metalogic.WeakCanonical.rank_embed_gap	rankEmbedGap	FormalSystem.Metalogic.WeakCanonical.rankEmbedGap	data	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas	80	flagged
FormalSystem.Metalogic.WeakCanonical.rank_type	RankType	FormalSystem.Metalogic.WeakCanonical.RankType	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas	53	flagged
FormalSystem.Metalogic.WeakCanonical.relativize_env	relativizeEnv	FormalSystem.Metalogic.WeakCanonical.relativizeEnv	data	FormalSystem.Metalogic.WeakCanonical.MonadicFO	18	flagged
FormalSystem.Metalogic.WeakCanonical.relativize_sentence	relativizeSentence	FormalSystem.Metalogic.WeakCanonical.relativizeSentence	data	FormalSystem.Metalogic.WeakCanonical.MonadicFO	3	flagged
FormalSystem.Metalogic.WeakCanonical.right_formula	rightFormula	FormalSystem.Metalogic.WeakCanonical.rightFormula	data	FormalSystem.Metalogic.WeakCanonical.EFGames.GapDetection	19	flagged
FormalSystem.Metalogic.WeakCanonical.right_formula_base	rightFormulaBase	FormalSystem.Metalogic.WeakCanonical.rightFormulaBase	data	FormalSystem.Metalogic.WeakCanonical.EFGames.GapDetection	18	flagged
FormalSystem.Metalogic.WeakCanonical.same_order_type	SameOrderType	FormalSystem.Metalogic.WeakCanonical.SameOrderType	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame	8	flagged
FormalSystem.Metalogic.WeakCanonical.semantic_prior_SZ	SemanticPriorSZ	FormalSystem.Metalogic.WeakCanonical.SemanticPriorSZ	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.PriorDefs	104	flagged
FormalSystem.Metalogic.WeakCanonical.semantic_prior_UZ	SemanticPriorUZ	FormalSystem.Metalogic.WeakCanonical.SemanticPriorUZ	prop_valued_definition	FormalSystem.Metalogic.WeakCanonical.PriorDefs	104	flagged
